
FACULDADE BATISTA CARIOCA;;fbc@domain.com.br;;(021) 570 0552 R-216;;RUA JOSÉ HIGINO;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
FACULDADE BATISTA DE VITÓRIA;;ibev@escelsa.com.br;;(027) 223 0544;;RUA LOREN RENO;;;;;VITORIA;;;;;;;Faculdades;Escola Superior
FACULDADE BATISTA DE VITÓRIA - VILA VELHA;;americano@vxnet.com.br;;(027) 200 4899;;RUA LÚCIO BACELAR;;;;;VILA VELHA;;;;;;;Faculdades;Escola Superior
FACULDADE BETHENCOURT DA SILVA;;liceu@trendnet.com.br;;(021) 224 5814 R- 235;;RUA FREDERICO SILVA;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
FACULDADE BRASILEIRA DE CIÊNCIAS JURÍDICAS;;suesc@domaim.com.br;;(021) 509 1965 R- 104;;PRAÇA DA REPÚBLICA;;;;;RIO DE JANEIRO;;;;;;;Fac. Direito;Escola Superior
FACULDADE BRASILEIRA DE INFORMÁTICA;;diretoria@fabrai.br;;(031) 429 7995 / 429 7873 / 422 3195 / 422 3293;;RUA CAXAMBU;;;;;BELO HORIZONTE;;;;;;;Faculdades;Escola Superior
FACULDADE BRASILEIRA DE RECURSOS HUMANOS;;info@instituto-hoyler.br;;(011) 556 11313;;AV SANTO AMARO;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE BRASÍLIA DE SÃO PAULO;;faculdade@brasiliasp.com.br;;(011) 271 0066;;RUA ANGÁ;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE CAIÇARAS - BRAZLÂNDIA;;jwleal@tba.com.br;;(061) 391 1487 / 391 2536;;ÁREA ESPECIAL 01 NORTE - LOTE D;;;;;BRASILIA;;;;;;;Faculdades;Escola Superior
FACULDADE CAMAQUENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS;;faccca@voyager.com.br;;(051) 671 1640;;RUA ACINDINO INÁCIO DIAS;;;;;CAMAQUA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE CAMBURY;;cambury@internetional.com.br;;(062) 233 2524;;AV T- 02;;;;;GOIANIA;;;;;;;Faculdades;Escola Superior
FACULDADE CÂNDIDO RONDON;;junior@unirondon.br;;(065) 634 3330;;AV BEIRA RIO;;;;;CUIABA;;;;;;;Faculdades;Escola Superior
FACULDADE CARIOCA;;info@carioca.br;;(021) 502 1001;;AV PAULO DE FRONTIN;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
FACULDADE CARLOS DRUMMOND DE ANDRADE;;drummond@vertex.com.br;;(011) 6941 1488;;RUA PROFESSOR PEDREIRA DE FREITAS;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE CATÓLICA DE CIÊNCIAS ECONÔMICAS DA BAHIA;;facceba@ibm.net;;(071) 243 5832;;AV JOANA ANGÉLICA;;;;;SALVADOR;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE CENECISTA DE CIÊNCIAS ADMINISTRATIVAS DE OSÓRIO;;facos@mail.voyager.com.br;;(051) 663 1763;;RUA 24 DE MAIO;;;;;OSORIO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE CENECISTA DE ITABORAÍ;;cmathias@nitnet.com.br;;(021) 635 1361;;RUA PRESIDENTE COSTA E SILVA;;;;;ITABORAI;;;;;;;Faculdades;Escola Superior
FACULDADE COMPACTO DE CIÊNCIAS GERENCIAIS;;compacto@tba.com.br;;(061)  568 0147;;QE 11 ÁREA ESPECIAL B E C;;;;;BRASILIA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE CUIABANA DE EDUCAÇÃO E LETRAS;;i.c.e.@zaz.com.br;;(065) 634 2200;;RUA GUILHERME HANN;;;;;CUIABA;;;;;;;Faculdades;Escola Superior
FACULDADE DA CIÊNCIA DA COMPUTAÇÃO CRISTO REI;;facrei.bibli@pg.sul3.com.br;;(042) 225 2424 R- 225;;RUA BARÃO DO CERRO AZUL;;;;;PONTA GROSSA;;;;;;;Faculdades;Escola Superior
FACULDADE DA ILHA;;operador@abeu.com.br;;(021) 396 1965;;RUA PROFESSOR HILARIÃO DA ROCHA;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
FACULDADE DE ADMINISTRAÇÃO - SANTO ÂNGELO;;fdsa@pro.via-rs.com.br;;(055) 313 1922;;RUA DOUTOR JOÃO AUGUSTO RODRIGUES;;;;;SANTO ANGELO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO CHAMPAGNAT;;champagnat@champagnat.br;;(031) 223 4755;;RUA PROFESSOR ESTEVÃO PINTO;;;;;BELO HORIZONTE;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE ALTA FLORESTA;;uniflor@sinop-net.com.br;;(065) 521 1360;;RUA G-1;;;;;ALTA FLORESTA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE ASSIS;;ieda@femanet.com.br;;(018) 322 2552 R- 203;;AV DR DÓRIA;;;;;ASSIS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE CAPIVARI;;cnec.capivari@merconet.com.br;;(019) 491 1694;;RUA BARÃO DO RIO BRANCO;;;;;CAPIVARI;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS;;fead@gold.com.br;;(031) 221 2932 E/OU (031) 274 0199;;RUA MANOEL TEIXEIRA SALES;;;;;BELO HORIZONTE;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE CATANDUVA;;faeca@bios.com.br;;(017) 522 2405;;RUA DO SEMINÁRIO;;;;;CATANDUVA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE ITUMBIARA;;info@ulbra.itumbiara.com.br;;(062) 431 8239;;AV BEIRA RIO;;;;;ITUMBIARA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS DE JAÚ;;fundacao@fjau.net.com.br;;(014) 622 2555 R- 209;;RUA TENENTE NAVARRO;;;;;JAU;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL;;webmaster@fifasul.br;;(067) 467 1307 R-204;;RUA IPIRANGA;;;;;FATIMA DO SUL;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES;;fagv@wkve.com.br;;(033) 221 3066;;RUA JOSÉ DE TASSIS;;;;;GOVERNADOR VALADARES;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE GUARAPARI;;fag@escelsa.com.br;;(027) 361 3994;;RODOVIA JONES SANTOS NEVES;;;;;GUARAPARI;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE MINEIROS;;fimes@cultura.com.br;;(062) 661 1970;;RUA 22 ESQUINA C/ AV 21;;;;;MINEIROS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA;;iesna@alphams.com.br;;(067) 441 3792;;RUA ARTUR DA COSTA E SILVA;;;;;NOVA ANDRADINA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE PINHAL;;fapi@rantac.com.br;;(019) 651 5490;;AV HÉLIO VERGUEIRO LEITE;;;;;ESPIRITO SANTO DO PINHAL;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE TEÓFILO OTONI;;fato@net.em.com.br;;(033) 522 2745 R- 214;;RUA TEODOLINDO PEREIRA;;;;;TEOFILO OTONI;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE TERESINA;;aespi@aespi.br;;(086) 232 2500;;RUA WALFRAM BATISTA;;;;;TERESINA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO DE TRÊS DE MAIO;;setrem@abase.com.br;;(055) 535 1011;;AV SANTA ROSA;;;;;TRES DE MAIO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE LINHARES;;ascec@escelsa.com.br;;(027) 371 1488 R- 301;;AV SÃO MATEUS;;;;;LINHARES;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS LUZWELL;;facluzwell@cepa.com.br;;(011) 549 1611;;AV CHIBARAS;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
Faculdade de Administração e Ciências Contábeis Tibiriçá;;fati@ensino.net;;(11) 31055155;;Largo São Bento, S/N Anexo Mosteiro;;;;01009-000;São Paulo;SP;;;;;;Ensino Superior;Escola Superior
Faculdade de Administração e Ciências Contábeis Tibiriça;;fati@fati.br;;;;;;;;;;;;;;;;;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E DE PEDAGOGIA DE FORTALEZA;;fic@px.com.br;;(085) 257 2020;;RUA ISRAEL BEZERRA;;;;;FORTALEZA;;;;;;;Faculdades;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E ECONOMIA -SÃO JOÃO DA BOA VISTA;;faesjbv@fae.br;;(019) 623 3022;;LARGO ENG PAULO A SANDEVILLE;;;;;SAO JOAO DA BOA VISTA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E FINANÇAS DE MACHADO;;fem@artefinal.com.br;;(035) 295 3223 r- 207;;PRAÇA OLEGÁRIO MACIEL;;;;;MACHADO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E INFORMÁTICA DE BIRIGUI;;faibi@ssnet.com.br;;(018) 654 3481;;RUA 9 DE JULHO;;;;;BIRIGUI;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E INFORMÁTICA DE MARINGÁ;;info@cesumar.br;;(044) 227 6360 R- 105;;AV GUEDNER;;;;;MARINGA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;;efreitas@classea.com.br;;(079) 224 9373;;RUA FREI PAULO;;;;;ARACAJU;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO HOSPITALAR - SÃO PAULO;;iphfaculdade@uol.com.br;;(011) 844 5620;;AV DUQUESA DE GOIÁS;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE ADMINISTRAÇÃO SÃO PAULO;;fesp@sysnetway.com.br;;(011) 306 15022;;AV NOVE DE JULHO;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE AGRONOMIA DE MINEIROS;;fimes@cultura.com.br;;(062)  661 1970;;RUA 22 ESQUINA C/ AV 21;;;;;MINEIROS;;;;;;;Faculdades;Escola Superior
FACULDADE DE AGRONOMIA DOUTOR FRANCISCO MAEDA;;fafram@maetermidia.com.br;;(016) 729 3410;;RODOVIA JERÔNIMO NUNES MACEDO KM 01;;;;;ITUVERAVA;;;;;;;Faculdades;Escola Superior
FACULDADE DE AGRONOMIA E ENGENHARIA FLORESTAL DE GARÇA;;web.faef@faef.br;;(014) 461 1216;;RUA DAS FLORES;;;;;GARCA;;;;;;;Faculdades;Escola Superior
FACULDADE DE AGRONOMIA E ZOOTECNIA DE UBERABA;;fazu@fazu.br;;(034) 315 4188;;AVENIDA TUTUNAS;;;;;UBERABA;;;;;;;Faculdades;Escola Superior
FACULDADE DE AGRONOMIA LUIZ MENEGHEL;;secgeral@ffalm.br;;(043) 742 5123;;RODOVIA BR 369;;;;;BANDEIRANTES;;;;;;;Faculdades;Escola Superior
FACULDADE DE AGRONOMIA MANOEL CARLOS GONÇALVES;;agropin@rantac.com.br;;(019) 651 3579;;AV HELIO VERGUEIRO LEITE;;;;;ESPIRITO SANTO DO PINHAL;;;;;;;Faculdades;Escola Superior
FACULDADE DE ANGRA DOS REIS;;dir-ccv@abeu.com.br;;(024) 362 3181;;RUA DO AREAL;;;;;ANGRA DOS REIS;;;;;;;Faculdades;Escola Superior
FACULDADE DE ARQUITETURA E URBANISMO DE PERNAMBUCO;;faupe@elogica.com.br;;(081) 221 0549;;RUA DO PAISSANDU;;;;;RECIFE;;;;;;;Faculdades;Escola Superior
FACULDADE DE ARQUITETURA E URBANISMO DE SÃO JOSÉ DO RIO PRETO;;dompedro@dompedro.com.br;;(017) 232 1622 R-18;;AV BADY BASSITT;;;;;SAO JOSE DO RIO PRETO;;;;;;;Faculdades;Escola Superior
FACULDADE DE ARQUITETURA E URBANISMO DE VOLTA REDONDA;;ferp@ferp.br;;(024) 347 4530;;RUA GOVERNADOR LUIZ MONTEIRO;;;;;VOLTA REDONDA;;;;;;;Faculdades;Escola Superior
FACULDADE DE ARTES ALCÂNTARA MACHADO;;jaf@amcham.com.br;;(011) 270 2433 R- 150;;AV LIBERDADE;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE DE ARTES DE DRACENA;;info@fundec.com.br;;(018) 821 1191;;AV ALCIDES CHACON COUTO;;;;;DRACENA;;;;;;;Faculdades;Escola Superior
FACULDADE DE BELAS ARTES DE SÃO PAULO;;jo@belasartes.br;;(011) 549 7300 R-103;;RUA ALVARO ALVIM;;;;;SAO PAULO;;;;;;;Faculdades;Escola Superior
FACULDADE DE BELFORD ROXO;;silas@amcham.com.br;;(021) 662 0066;;RUA VIRGINIA BICCHIERI;;;;;BELFORD ROXO;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIA DA COMPUTAÇÃO - LAGES;;facic@home.matrix.com.br;;(049) 222 3433;;RUA JERÔNIMO COELHO;;;;;LAGES;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIA DA COMPUTAÇÃO DE CARATINGA;;spep4@prodanet.com.br;;(033) 321 2122;;RUA JOÃO PINHEIRO;;;;;CARATINGA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DE CARATINGA;;fafic@funec.br;;(033) 321 2930;;AVENIDA MOACYR DE MATTOS;;;;;CARATINGA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DE CURITIBA;;aena@bsi.com.br;;(041) 322 87 87 R- 202;;RUA EMILIANO PERNETA;;;;;CURITIBA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DE CURVELO;;fac-adm@curvelo.globalsit.com.br;;(038) 721 3945;;RUA JOÃO PESSOA;;;;;CURVELO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DE PONTA PORÃ;;fap@fap.br;;(067) 431 1002;;RUA ANTÔNIO JOÃO;;;;;PONTA PORA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS DO LIMOEIRO;;facal@piernet.com.br;;(081) 628 1397;;AV JERÔNIMO HERACLIO;;;;;LIMOEIRO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS COSTA BRAGA;;secretaria@costa-braga.com.br;;(011) 523 8522;;RUA BARÃO DE COTEGIPE;;;;;SAO PAULO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ATIBAIA;;faculdade@amhanet.com.br;;(011) 484 4140;;AV NOVE DE JULHO;;;;;ATIBAIA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA;;jcflima@mcnet.com.br;;(031) 831 6055;;RODOVIA MG 03 - CÓRREGO SECO;;;;;ITABIRA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE LINS;;msmtlins@linsnet.br;;(014) 522 4733 R- 205;;RUA DOM BOSCO;;;;;LINS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DO VALE RIBEIRA;;SCELISUL@virtualway.com.br;;(013) 821 6122;;RUA OSCAR YOSHIAKI MAGARIO;;;;;REGISTRO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS SANTA LÚCIA;;santalucia@mogi.com.br;;(019) 860 3996;;RUA ULHOA CINTRA;;;;;MOJI-MIRIM;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA;;secretaria@fatec-ro.com.br;;(069) 223 2233;;RUA RIO MACHADO;;;;;PORTO VELHO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS AGRÁRIAS DE ITUMBIARA;;info@ulbra.itumbiara.com.br;;(062) 431 0953;;RUA CALDAS NOVAS;;;;;ITUMBIARA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS AGRÁRIAS DO PARÁ;;fcap@amazon.com.br;;(091) 226 3493;;AV PRESIDENTE TANCREDO NEVES;;;;;BELEM;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS AGRÁRIAS DO PLANALTO CENTRAL;;uniplac@zaz.com.br;;(061) 556 5495;;ÁREA ESPECIAL NÚMERO 02 - SETOR LESTE;;;;;BRASILIA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS APLICADAS SAGRADO CORAÇÃO;;soce@escelsa.com.br;;(027) 371 1488 R- 322;;AV SÃO MATEUS;;;;;LINHARES;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS - FUNDAÇÃO VISCONDE CAIRÚ;;ceppev@svn.com.br;;(071) 322 4861 R- 334;;RUA SALETE;;;;;SALVADOR;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS - MACEIÓ;;tartuce@fortalnet.com.br;;(082)  327 2764 / 327 6370 / 327 6560;;RUA HÉLIO PRADINES;;;;;MACEIO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS - SANTO ÂNGELO;;fdsa@pro.via-rs.com.br;;(055) 313 1922;;RUA DR JOÃO AUGUSTO RODRIGUES;;;;;SANTO ANGELO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE AMPARO;;fclpaacc@clic-in.com.br;;(019) 870 7122;;RODOVIA AMPARO PEDREIRA;;;;;AMPARO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS;;ieda@femanet.com.br;;018 322 2552;;AV DOUTOR DÓRIA;;;;;ASSIS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE BARRETOS;;aceb@soaresoliveira.br;;(017) 322 5733 R- 21;;AV  VINTE E NOVE;;;;;BARRETOS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE CARATINGA;;spep4@prodanet.com.br;;(033)  321 2122 R- 215;;RUA JOÃO PINHEIRO;;;;;CARATINGA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA;;aei@epn.com.br;;(015) 271 0503;;AV  VILA BARTH;;;;;ITAPETININGA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE LUCÉLIA;;cealpa@brgold.com.br;;(018) 551 1849;;AV INTERNACIONAL;;;;;LUCELIA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI;;finav@phoenixms.com.br;;(067) 461 2380;;RUA LAURENTINO PIRES DE ARRUDA;;;;;NAVIRAI;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTA PORÃ;;magsul@pontapora.com.br;;(067) 431 2107 R-21;;AV. PRESIDENTE VARGAS;;;;;PONTA PORA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS DE PONTE NOVA;;facco@newagetel.com.br;;(031) 817 2580;;RUA DOS VEREADORES;;;;;PONTE NOVA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE AVARÉ;;iesa@activenet.com.br;;(014) 722 1677 / 722 0981;;PRAÇA PADRE TAVARES;;;;;AVARE;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE JALES;;facica@melfinet.com.br;;(017) 632 1629;;RODOVIA EUCLIDES DA CUNHA;;;;;JALES;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE ROLÂNDIA;;faccar@inbrapenet.com.br;;(043) 256 1813 R-307;;RUA DOM PEDRO II;;;;;ROLANDIA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E ATUARIAIS DA ALTA NOROESTE;;msmt.ata@infocenter.com.br;;(018) 624 4242 R-219;;AV CUSSY ALMEIDA;;;;;ARACATUBA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE MARÍLIA;;fundacao@fundanet.br;;(014) 421 0833;;AV HYGINO MUZY FILHO;;;;;MARILIA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE TUPÃ;;faccat@tup.zaz.com.br;;(014) 442 2620;;RUA CHERENTES;;;;;TUPA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS CONTÁBEIS MACHADO DE ASSIS;;fama@rio.com.br;;(021) 395 0944;;PRAÇA MARQUÊS DE HERVAL;;;;;RIO DE JANEIRO;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS DA ADMINISTRAÇÃO DE GARANHUNS;;faga@infohouse.com.br;;(081) 761 1596;;AV CARUARU;;;;;GARANHUNS;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS DA ADMINISTRAÇÃO DE PETROLINA;;facape@petrolina.rpi.br;;(081) 861 1075 R- 23;;CAMPUS UNIVERSITÁRIO;;;;;PETROLINA;;;;;;;Fac Economia ADM;Escola Superior
FACULDADE DE CIÊNCIAS DA COMPUTAÇÃO DE MINEIROS;;fimes@cultura.com.br;;(062) 661 1970;;RUA 22 ESQUINA C/  AV 21;;;;;MINEIROS;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA COMPUTAÇÃO DE PINHAL;;cicpinha@uou.com.br;;(019) 651 6262;;AV HÉLIO VERGUEIRO LEITE;;;;;ESPIRITO SANTO DO PINHAL;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA COMUNICAÇÃO DE TAQUARA;;secretaria@faccat.tche.br;;(051) 542 60;;RUA JULIO DE CASTILHOS;;;;;TAQUARA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA SAÚDE DE JOINVILLE;;aceb@netville.com.br000;;(047) 433 4577 r-206;;RUA SAO JOSÉ;;;;;JOINVILLE;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA SAÚDE DE VITÓRIA;;faesa@faesa.br;;(027) 322 5559;;RODOVIA SERAFIM DERENZE;;;;;VITORIA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA SAÚDE DO IPA;;ipaimec@ipa-imec.com.br;;(051) 331 3000;;RUA CORONEL JOAQUIM PEDRO SALGADO;;;;;PORTO ALEGRE;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DA SAÚDE E SOCIAIS;;ibmr@ibmr.br;;(021) 552 8096 R- 308;;PRAIA DE BOTAFOGO;;;;;RIO DE JANEIRO;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DE BARRETOS;;faciba@si.feb.br;;(017) 322 6411 R- 207;;AV PROFESSOR ROBERTO FRADE MONTE;;;;;BARRETOS;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS DE TIMBAÚBA;;omsousa@hotlink.com.br;;(081) 631 0752;;RUA ALMIRANTE BARROSO;;;;;TIMBAUBA;;;;;;;Faculdades;Escola Superior
Faculdade de Ciências e  Letras de Ribeirão Pires;;frpires@regra.net;;(11) 4592066 / 4595513;;R. Capitão José Gallo, 3345;;;;09400-000;Ribeirão Pires;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE DE CIÊNCIAS E EDUCAÇÃO DE RUBIATABA;;facer@netgo.com.br;;062) 725 1749;;PRAÇA MUTUM;;;;;RUBIATABA;;;;;;;Faculdades;Escola Superior
Faculdade de Ciências e Letras de Araras;;fcla@siteplanet.com.br;;(19) 5413047 / 5410587;;Av. Ernani Lacerda de Oliveira, 100;;;;13600-000;Araras;SP;;;;;;Ensino Superior;Escola Superior
Faculdade de Ciências e Letras de Avaré;;frea@activenet.com.br/secretaria@activinet.com.br;;(14) 7221133 r.339;;Praça Prefeitura Romeu Bretas, 163;;;;18705-902;Avaré;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA;;fesb@bragnet.com.br;;(011) 784 42443 R-203;;AV FRANCISCO SAMUEL LUCCHESI FILHO;;;;;BRAGANCA PAULISTA;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS E LETRAS DE FERNANDÓPOLIS;;fundacao@acif.com.br;;(017) 442 6844;;AV TEOTÔNIO VILELA;;;;;FERNANDOPOLIS;;;;;;;Faculdades;Escola Superior
Faculdade de Ciências e Letras de Fernandópolis;;fundaccao@acif.com.br;;(17) 4426844  /  4426106;;Av Teotônio Vilela S/N Campus Universitário;;;;15600-000;Fernandópolis;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE DE CIÊNCIAS E LETRAS DE OSÓRIO;;facos@voyager.com.br;;(051) 663 3359;;RUA 24 DE MAIO;;;;;OSORIO;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS E LETRAS PADRE ANCHIETA;;anchieta@anchieta.br;;(011) 434 8444 R- 238;;RUA BOM JESUS DE PIRAPORA;;;;;JUNDIAI;;;;;;;Faculdades;Escola Superior
Faculdade de Ciências e Letras Plínio Augusto Amaral;;fclpaacc@clic-in.com.br;;(18) 8707122  /  8707727;;Rodovia SP 95  Km 46,5 Martírio;;;;13900-000;Amparo;SP;;;;;;Ensino Superior;Escola Superior
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE JOINVILLE;;aceb@netville.com.br;;(047) 433 4577 r- 206;;RUA SAO JOSÉ;;;;;JOINVILLE;;;;;;;Faculdades;Escola Superior
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ;;factu@unai.ada.com.br;;(061) 676 6222;;RUA EDUARDO RODRIGUES BARBOSA;;;;;UNAI;;;;;;;Faculdades;Escola Superior
